IP Address,Port,Country,Anonymity,Speed
171.248.245.94,1080,FR,Elite (HIA),3ms
85.25.103.138,2061,US,Elite (HIA),3ms
34.120.118.219,8080,ID,Elite (HIA),86ms
110.138.97.59,80,CA,Elite (HIA),2ms
104.16.72.45,44844,CN,Elite (HIA),2ms
180.120.179.118,26601,US,Elite (HIA),87ms
75.68.14.91,4145,TH,Elite (HIA),2ms
159.192.233.69,43296,ID,Elite (HIA),2ms
121.101.185.69,5678,BR,Elite (HIA),1ms
187.62.86.129,1080,BD,Elite (HIA),82ms
103.109.59.193,45250,CA,Elite (HIA),7ms
192.99.13.83,54291,US,Elite (HIA),2ms
38.127.172.169,44844,CN,Elite (HIA),1ms
58.21.70.44,3128,US,Elite (HIA),87ms
198.199.122.10,5678,ID,Elite (HIA),2ms
103.78.25.99,5678,ZA,Elite (HIA),2ms
41.160.238.106,4003,VN,Elite (HIA),2ms
116.101.116.41,4145,SC,Elite (HIA),2ms
197.234.13.20,8080,US,Elite (HIA),2ms
100.4.91.158,4444,UA,Elite (HIA),82ms
213.179.245.72,9050,HK,Elite (HIA),2ms
47.57.115.226,51102,FR,Elite (HIA),2ms
188.165.201.173,5678,BR,Elite (HIA),2ms
201.140.238.230,4153,CZ,Elite (HIA),2ms
5.181.93.127,4145,KR,Elite (HIA),82ms
119.197.0.17,4153,BR,Elite (HIA),3ms
177.72.82.47,4145,BR,Elite (HIA),3ms
192.12.113.249,4145,ID,Elite (HIA),2ms
103.113.3.242,4153,TH,Elite (HIA),2ms
182.53.96.140,39514,US,Elite (HIA),3ms
170.205.37.196,48024,EC,Elite (HIA),2ms
181.113.34.86,3128,DE,Elite (HIA),2ms
173.212.231.105,28890,CN,Elite (HIA),1ms
123.120.54.114,5432,US,Elite (HIA),2ms
45.196.148.117,8080,ID,Elite (HIA),1ms
110.136.161.167,9050,SG,Elite (HIA),86ms
157.245.62.1,5678,AR,Elite (HIA),2ms
200.0.247.242,5678,ID,Elite (HIA),2ms
36.92.161.41,21127,US,Elite (HIA),3ms
43.130.47.27,5678,DE,Elite (HIA),11ms
156.67.107.79,1080,AR,Elite (HIA),3ms
181.3.165.234,1080,CO,Elite (HIA),83ms
190.13.82.28,3240,US,Elite (HIA),3ms
143.198.229.225,80,GB,Elite (HIA),2ms
185.238.228.240,5432,US,Elite (HIA),2ms
45.196.148.8,3629,RS,Elite (HIA),83ms
82.117.215.98,10001,KR,Elite (HIA),1ms
175.213.132.84,5678,ID,Elite (HIA),2ms
223.25.98.82,24940,DE,Elite (HIA),2ms
116.203.227.24,24940,DE,Elite (HIA),2ms
136.243.214.242,5000,VN,Elite (HIA),82ms
27.73.115.113,8081,KR,Elite (HIA),2ms
117.111.251.102,80,VG,Elite (HIA),1ms
203.34.28.166,5678,ID,Elite (HIA),86ms
202.137.17.151,5678,ID,Elite (HIA),2ms
103.127.52.132,30000,DE,Elite (HIA),2ms
5.9.167.130,10008,JP,Elite (HIA),1ms
160.251.6.106,8080,TH,Elite (HIA),2ms
183.89.13.111,80,US,Elite (HIA),1ms
107.173.185.72,9898,PE,Elite (HIA),96ms
179.51.162.8,80,CA,Elite (HIA),
104.19.83.128,80,US,,5ms
69.245.21.126,,,Elite (HIA),1ms
,,BR,Elite (HIA),2ms
,31337,US,Elite (HIA),2ms
186.251.248.15,30000,RU,Elite (HIA),2ms
35.190.107.16,44068,TH,Elite (HIA),2ms
95.79.99.159,5678,FR,Elite (HIA),2ms
125.26.22.7,9050,CA,Elite (HIA),2ms
51.178.25.239,80,US,Elite (HIA),1ms
104.27.83.183,4145,US,Elite (HIA),3ms
72.210.221.223,46656,CN,Elite (HIA),2ms
38.127.172.167,1080,GB,Elite (HIA),86ms
117.10.124.11,30444,SG,Elite (HIA),2ms
51.89.3.130,50001,CA,Elite (HIA),1ms
188.166.220.186,80,NL,Elite (HIA),2ms
104.25.184.189,29321,VG,Elite (HIA),2ms
128.199.59.76,80,FR,Elite (HIA),3ms
203.24.102.86,3629,NL,Elite (HIA),2ms
162.12.217.4,4955,US,Elite (HIA),2ms
5.45.73.25,55994,CN,Elite (HIA),1ms
38.127.172.221,3629,TR,Elite (HIA),1ms
14.115.107.232,3128,PL,Elite (HIA),2ms
178.245.159.142,4153,IQ,Elite (HIA),1ms
83.168.84.134,60212,ID,Elite (HIA),4ms
62.201.220.50,80,GB,Elite (HIA),1ms
118.96.94.40,16049,AU,Elite (HIA),3ms
185.247.226.94,80,TH,Elite (HIA),2ms
1.0.0.84,4145,ID,Elite (HIA),1ms
110.78.186.153,5678,US,Elite (HIA),2ms
223.25.101.86,15290,PH,Elite (HIA),2ms
38.127.179.124,8080,FI,Elite (HIA),1ms
112.199.95.122,60063,HK,Elite (HIA),1ms
135.181.78.38,3304,RU,Elite (HIA),31.2s
8.210.119.213,56228,PE,Elite (HIA),1ms
78.37.27.139,37209,SG,Elite (HIA),1ms
190.12.95.170,80,CN,Elite (HIA),1ms
38.54.16.97,38157,RU,Elite (HIA),2ms
103.234.128.70,10801,US,Elite (HIA),83ms
193.169.4.184,10754,CA,Elite (HIA),94ms
69.163.252.140,80,VN,Elite (HIA),2ms
104.25.234.81,6666,IR,Elite (HIA),1ms
116.111.113.92,5678,SK,Elite (HIA),1ms
89.165.117.30,12178,RU,Elite (HIA),1ms
45.95.11.233,1080,IR,Elite (HIA),82ms
212.103.119.24,5678,US,Elite (HIA),82ms
81.12.124.86,28411,IR,Elite (HIA),82ms
104.236.10.83,4145,PL,Elite (HIA),82ms
81.12.124.38,3128,DE,Elite (HIA),2ms
37.233.102.111,8040,BR,Elite (HIA),3ms
94.130.179.24,4145,IN,Elite (HIA),2ms
177.38.5.132,1080,US,Elite (HIA),2ms
103.47.93.247,80,BG,Elite (HIA),1ms
172.67.150.173,5678,CN,Elite (HIA),2ms
213.149.156.87,7890,IN,Elite (HIA),31.1s
139.159.138.30,39825,HK,Transparent (NOA),2ms
103.199.97.129,18880,DE,Elite (HIA),3ms
103.135.248.43,3128,IN,Elite (HIA),2ms
38.242.234.81,7497,SG,Elite (HIA),82ms
139.59.58.141,13802,AZ,Elite (HIA),1ms
66.42.63.207,4153,CO,Elite (HIA),2ms
185.32.45.201,5678,IT,Elite (HIA),1ms
143.137.99.202,5678,MX,Elite (HIA),86ms
185.132.230.133,8080,IN,Elite (HIA),2ms
187.228.145.138,5678,CA,Elite (HIA),6ms
45.116.114.45,13335,VG,Elite (HIA),1ms
172.67.185.199,80,US,Elite (HIA),1ms
203.34.28.148,443,CN,Elite (HIA),2ms
43.153.56.181,5678,ID,Elite (HIA),1ms
116.9.163.205,8088,DE,Elite (HIA),2ms
202.146.228.254,443,UA,Elite (HIA),1ms
43.157.33.19,5678,AR,Elite (HIA),1ms
95.182.78.7,1080,ID,Elite (HIA),1ms
181.3.37.213,1080,TH,Elite (HIA),2ms
103.124.137.158,8080,AR,Elite (HIA),2ms
49.48.47.72,4145,PL,Elite (HIA),3ms
170.233.176.128,5678,CA,Elite (HIA),2ms
91.227.105.231,80,GB,Elite (HIA),83ms
104.19.120.84,80,IN,Elite (HIA),2ms
185.121.138.59,56252,DE,Elite (HIA),2ms
103.59.190.209,9050,ID,Elite (HIA),2ms
141.95.86.243,5678,TH,Elite (HIA),3ms
203.142.77.74,4145,CO,Elite (HIA),3ms
61.7.138.226,5678,BW,Elite (HIA),2ms
201.236.248.250,5678,KR,Elite (HIA),3ms
41.79.138.85,8085,US,Elite (HIA),2ms
27.239.65.23,33636,UA,Elite (HIA),1ms
165.227.66.216,62715,FR,Elite (HIA),3ms
213.166.82.158,7497,US,Elite (HIA),1ms
91.121.49.245,5432,JP,Elite (HIA),1ms
45.196.151.73,443,DE,Elite (HIA),1ms
43.153.172.98,8080,FR,Elite (HIA),82ms
213.158.112.202,7497,CN,Elite (HIA),1ms
51.210.43.253,9999,US,Elite (HIA),1ms
110.243.2.186,9000,IR,Elite (HIA),1ms
192.154.195.76,80,BR,Elite (HIA),1ms
91.106.75.138,5678,KE,Elite (HIA),6ms
177.200.2.96,4153,TH,Elite (HIA),82ms
102.176.180.6,23969,CA,Elite (HIA),2ms
1.0.136.198,7497,AR,Elite (HIA),1ms
158.69.197.113,1080,AR,Elite (HIA),2ms
186.126.42.127,1080,IE,Elite (HIA),
181.3.75.194,56792,BR,,2ms
217.115.115.148,5678,,Elite (HIA),2ms
170.78.92.98,,TH,Elite (HIA),2ms
,4145,US,Elite (HIA),82ms
1.2.209.194,5432,AR,Elite (HIA),2ms
45.196.151.84,1080,IR,Elite (HIA),2ms
181.3.75.194,4153,SC,Elite (HIA),3ms
185.171.54.26,4145,BR,Elite (HIA),3ms
197.234.13.88,5678,MX,Elite (HIA),2ms
170.78.92.98,1080,ZW,Elite (HIA),2ms
167.249.254.70,5678,SG,Elite (HIA),2ms
197.211.244.135,1976,US,Elite (HIA),2ms
185.139.155.155,32129,VN,Elite (HIA),2ms
23.94.47.24,1080,TH,Elite (HIA),2ms
119.17.192.97,4153,BD,Elite (HIA),1ms
180.183.6.44,4153,GB,Elite (HIA),1ms
119.148.103.1,3128,SC,Elite (HIA),83ms
176.58.121.182,4145,US,Elite (HIA),82ms
197.234.13.2,31654,US,Elite (HIA),1ms
98.162.25.4,4145,IN,Elite (HIA),2ms
192.252.220.89,4145,RU,Elite (HIA),1ms
45.126.169.137,8080,ID,Elite (HIA),2ms
188.133.153.60,4153,US,Elite (HIA),1ms
103.79.96.217,53846,IR,Elite (HIA),2ms
147.182.138.236,2120,TH,Elite (HIA),1ms
95.38.75.146,1080,BR,Elite (HIA),2ms
43.249.68.245,4153,BR,Elite (HIA),3ms
45.233.1.1,5678,BR,Elite (HIA),1ms
187.103.74.137,4153,BR,Elite (HIA),4ms
177.38.5.87,31337,FR,Elite (HIA),1ms
186.251.255.149,7497,HK,Elite (HIA),1ms
217.182.183.154,39500,BZ,Elite (HIA),7ms
143.92.56.162,80,KE,Elite (HIA),2ms
203.30.190.30,8080,IR,Elite (HIA),2ms
41.60.234.231,5678,TH,Elite (HIA),2ms
217.219.86.250,4145,BR,Elite (HIA),2ms
110.78.186.220,80,CN,Elite (HIA),2ms
189.89.209.132,2080,IR,Elite (HIA),1ms
124.222.119.189,3128,FR,Elite (HIA),4ms
185.105.239.31,56137,IT,Elite (HIA),2ms
37.187.73.136,7497,IN,Elite (HIA),1ms
194.116.72.46,4145,IT,Elite (HIA),1ms
103.12.246.33,5678,US,Elite (HIA),2ms
185.132.230.205,80,TH,Elite (HIA),1ms
172.67.200.220,4145,VE,Elite (HIA),1ms
119.42.110.113,4145,KH,Elite (HIA),6ms
200.8.185.126,5678,TH,Elite (HIA),86ms
96.9.86.218,8080,BR,Elite (HIA),82ms
183.88.18.60,4153,CY,Elite (HIA),95ms
168.194.226.178,80,KR,Elite (HIA),2ms
203.24.108.231,4153,RS,Elite (HIA),2ms
211.174.96.81,5678,GB,Elite (HIA),1ms
188.255.238.255,4145,BD,Elite (HIA),93ms
85.92.183.37,1088,IN,Elite (HIA),2ms
103.110.56.12,443,US,Elite (HIA),2ms
43.152.192.217,9050,SC,Elite (HIA),83ms
45.113.80.37,4145,HU,Elite (HIA),82ms
197.234.13.93,4145,SG,Elite (HIA),82ms
81.183.253.34,5122,BZ,Elite (HIA),33.7s
13.229.181.204,80,IN,Elite (HIA),34.4s
203.30.188.247,5678,US,Elite (HIA),2ms
103.87.24.34,80,FR,Elite (HIA),2ms
154.16.146.41,80,CY,Elite (HIA),2ms
5.135.83.214,80,CA,Elite (HIA),83ms
203.22.223.12,80,ID,Elite (HIA),2ms
104.16.107.206,4145,SZ,Elite (HIA),2ms
45.112.125.61,5678,CN,Elite (HIA),2ms
69.63.73.234,1080,BR,Elite (HIA),2ms
140.250.147.114,26751,BR,Elite (HIA),2ms
186.251.255.209,5678,TH,Elite (HIA),2ms
187.85.154.1,4145,CN,Elite (HIA),2ms
1.0.136.138,4837,IN,Elite (HIA),1ms
124.167.249.234,4153,PK,Elite (HIA),2ms
163.53.205.161,1080,US,Elite (HIA),1ms
202.142.167.210,62220,NL,Elite (HIA),2ms
198.37.103.71,18113,BR,Elite (HIA),2ms
188.166.99.171,32346,CN,Elite (HIA),2ms
186.211.110.178,21212,US,Elite (HIA),2ms
121.205.69.243,37170,BR,Elite (HIA),2ms
50.116.60.163,4153,CA,Elite (HIA),2ms
168.195.50.225,80,SC,Elite (HIA),2ms
104.16.105.182,4145,MN,Elite (HIA),82ms
197.234.13.97,5678,ID,Elite (HIA),1ms
202.21.117.126,5678,ID,Elite (HIA),2ms
103.215.72.115,4145,US,Elite (HIA),2ms
103.51.46.6,15745,CO,Elite (HIA),2ms
75.119.202.21,5678,CN,Elite (HIA),2ms
191.97.2.198,2080,CA,Elite (HIA),6ms
101.43.191.233,8080,RU,Elite (HIA),82ms
54.39.102.233,3629,CN,Elite (HIA),4ms
176.100.77.118,57114,CN,Elite (HIA),2ms
218.1.200.156,37963,ID,Elite (HIA),1ms
47.98.183.59,5678,BR,Elite (HIA),2ms
36.95.53.185,4145,GB,Elite (HIA),1ms
177.21.206.184,80,KH,Elite (HIA),2ms
185.238.228.202,51080,ID,Elite (HIA),1ms
96.9.77.71,1081,BR,Elite (HIA),2ms
114.5.196.210,31164,CN,Elite (HIA),3ms
177.72.112.161,2080,DE,Elite (HIA),2ms
124.220.170.33,30000,CO,Elite (HIA),3ms
5.9.14.21,48699,IR,Elite (HIA),2ms
179.60.243.38,4153,GB,Elite (HIA),1ms
185.22.31.227,1080,BD,Elite (HIA),1ms
180.210.222.201,1088,ES,Elite (HIA),31.3s
,4145,CN,Elite (HIA),2ms
119.148.16.93,7302,SG,Elite (HIA),31.4s
2.139.2.212,3128,CN,Transparent (NOA),3ms
111.53.178.249,61401,RU,Elite (HIA),1ms
134.209.105.209,8080,SC,Elite (HIA),2ms
121.13.229.211,4145,CN,Elite (HIA),2ms
84.204.40.156,10800,ID,Elite (HIA),2ms
197.234.13.94,4145,US,Elite (HIA),2ms
58.58.68.218,7497,FI,Elite (HIA),3ms
103.60.180.165,9050,PH,Elite (HIA),3ms
45.56.112.189,1337,RS,Elite (HIA),1ms
65.108.58.243,1080,TR,Elite (HIA),2ms
103.239.200.226,4145,BD,Elite (HIA),2ms
188.255.245.205,7777,VN,Elite (HIA),2ms
185.169.181.17,5678,JP,Elite (HIA),2ms
115.127.75.27,443,RS,Elite (HIA),1ms
171.248.37.225,4153,ES,Elite (HIA),2ms
43.153.175.132,8080,IN,Elite (HIA),1ms
212.200.89.10,45804,US,Elite (HIA),2ms
81.46.202.112,12551,TH,Elite (HIA),2ms
103.199.97.161,8080,US,Elite (HIA),5ms
149.20.253.126,10024,PL,Elite (HIA),86ms
110.78.138.125,8181,US,Elite (HIA),83ms
137.220.61.187,11201,BR,Elite (HIA),1ms
51.83.140.70,3629,US,Elite (HIA),2ms
207.246.87.152,48100,IR,Elite (HIA),2ms
177.85.205.173,1080,BR,Elite (HIA),83ms
44.190.9.50,4153,ID,Elite (HIA),3ms
185.105.237.38,5678,TH,Elite (HIA),86ms
138.36.199.14,8080,GB,Elite (HIA),7ms
182.253.175.177,10326,UA,Elite (HIA),2ms
183.88.122.200,1080,IR,Elite (HIA),1ms
147.161.166.35,9050,IR,Elite (HIA),2ms
37.25.127.85,5678,CO,Elite (HIA),2ms
94.101.179.153,8080,TR,Elite (HIA),2ms
62.220.112.137,4145,PH,Elite (HIA),1ms
201.184.63.218,8080,ZA,Elite (HIA),2ms
185.169.181.29,1080,CN,Elite (HIA),2ms
115.84.248.140,61401,BR,Elite (HIA),2ms
160.226.139.135,5678,DE,Elite (HIA),2ms
121.13.229.213,30000,CN,Elite (HIA),1ms
201.13.147.161,57114,AR,Elite (HIA),1ms
5.9.151.189,5678,UA,Elite (HIA),2ms
222.129.33.169,5678,GB,Elite (HIA),87ms
186.56.43.252,52803,IN,Elite (HIA),29.6s
85.159.4.125,18093,CA,Transparent (NOA),2ms
195.208.61.116,80,RU,Elite (HIA),2ms
143.110.240.94,80,TH,Elite (HIA),2ms
104.24.136.68,4153,CA,Elite (HIA),6ms
185.82.176.34,443,AR,Elite (HIA),2ms
184.82.142.201,4153,CO,Elite (HIA),2ms
49.51.22.107,61155,VN,Elite (HIA),2ms
190.104.219.149,5555,ID,Elite (HIA),2ms
190.0.22.35,5678,UA,Elite (HIA),1ms
14.225.254.128,5678,BE,Elite (HIA),2ms
202.148.5.34,38650,ID,Elite (HIA),2ms
46.200.72.130,4145,UA,Elite (HIA),2ms
178.32.47.218,43725,AR,Elite (HIA),82ms
119.18.152.138,4153,US,Elite (HIA),2ms
185.25.119.98,10284,BD,Elite (HIA),1ms
45.161.170.69,1088,US,Elite (HIA),3ms
45.77.153.183,46560,TH,Elite (HIA),1ms
119.148.37.198,4153,US,Elite (HIA),1ms
149.28.122.98,8118,SC,Elite (HIA),2ms
1.20.169.88,4145,SK,Elite (HIA),2ms
104.207.144.254,5678,DE,Elite (HIA),2ms
197.234.13.36,39767,US,Elite (HIA),3ms
109.205.243.10,443,FR,Elite (HIA),82ms
5.187.4.208,80,CZ,Elite (HIA),2ms
137.184.142.37,443,CA,Elite (HIA),2ms
145.239.199.241,80,TH,Elite (HIA),2ms
84.244.69.29,4145,TH,Elite (HIA),2ms
104.20.179.187,4145,CO,Elite (HIA),2ms
1.10.238.200,5678,ID,Elite (HIA),2ms
171.97.107.130,8080,NG,Elite (HIA),1ms
190.145.120.182,5678,BR,Elite (HIA),6ms
119.18.152.30,4153,RO,Elite (HIA),2ms
154.113.161.129,4145,CA,Elite (HIA),1ms
177.38.5.215,3128,DE,Elite (HIA),2ms
217.115.213.186,40826,DE,Elite (HIA),2ms
192.99.245.228,65002,CN,Elite (HIA),7ms
185.2.100.85,2080,VN,Elite (HIA),2ms
130.61.31.199,5678,ID,Elite (HIA),2ms
101.42.107.214,4145,CN,Elite (HIA),1ms
27.72.145.184,3128,BD,Elite (HIA),19.0s
103.113.3.236,8090,RS,Elite (HIA),1ms
120.24.52.179,8080,CN,Elite (HIA),83ms
182.160.116.194,8089,DE,Elite (HIA),2ms
93.87.73.194,10004,TH,Elite (HIA),2ms
111.225.153.245,8080,RU,Elite (HIA),1ms
94.130.171.189,5678,BR,Elite (HIA),2ms
183.88.140.227,4145,CN,Elite (HIA),12ms
193.233.148.216,10800,IN,Elite (HIA),2ms
168.227.158.85,61216,CN,Elite (HIA),2ms
171.221.174.230,80,BR,Elite (HIA),1ms
103.123.235.58,3629,UA,Elite (HIA),85ms
211.137.33.22,1080,UA,Elite (HIA),
189.50.111.105,1080,IN,,85ms
195.16.78.236,1080,,Elite (HIA),4ms
46.98.247.92,,IN,Elite (HIA),2ms
194.87.140.161,1080,GB,Elite (HIA),2ms
,28046,BR,Elite (HIA),2ms
,3629,SG,Elite (HIA),2ms
194.87.140.161,443,CA,Elite (HIA),2ms
51.77.116.174,80,ID,Elite (HIA),2ms
189.50.111.105,6037,UA,Elite (HIA),1ms
129.226.90.16,5678,CA,Elite (HIA),82ms
104.21.85.200,80,UA,Elite (HIA),2ms
103.110.184.1,1080,IR,Elite (HIA),2ms
95.182.78.6,1080,GE,Elite (HIA),3ms
104.19.233.117,5678,PE,Elite (HIA),2ms
46.98.247.92,5678,BR,Elite (HIA),5ms
212.33.205.4,3629,ID,Elite (HIA),2ms
178.134.79.250,5678,IR,Elite (HIA),3ms
190.232.196.205,5678,FI,Elite (HIA),79ms
45.235.151.50,43491,TH,Elite (HIA),2ms
182.253.153.68,8080,US,Elite (HIA),3ms
91.222.198.125,60088,VN,Elite (HIA),2ms
135.181.140.215,5678,US,Elite (HIA),3ms
27.145.61.163,11537,CN,Elite (HIA),79ms
143.95.103.43,3829,CY,Elite (HIA),2ms
118.69.156.144,80,ID,Elite (HIA),1ms
38.127.179.121,1080,ID,Elite (HIA),2ms
117.24.80.53,4145,US,Elite (HIA),2ms
203.28.9.107,24668,US,Elite (HIA),2ms
103.131.18.105,4145,US,Elite (HIA),1ms
119.18.157.197,443,TH,Elite (HIA),5ms
165.227.82.7,4145,SG,Elite (HIA),2ms
198.8.84.3,10084,US,Elite (HIA),82ms
43.153.90.161,13866,CZ,Elite (HIA),82ms
119.42.86.124,4145,KR,Elite (HIA),1ms
51.79.166.151,4153,EC,Elite (HIA),2ms
72.167.221.157,999,FR,Elite (HIA),2ms
77.240.99.166,8080,ID,Elite (HIA),3ms
211.174.114.225,3128,RU,Elite (HIA),2ms
177.234.212.90,5678,CO,Elite (HIA),84ms
149.202.172.226,5678,ID,Elite (HIA),2ms
202.162.214.250,5678,ID,Elite (HIA),1ms
158.58.133.38,5678,US,Elite (HIA),1ms
186.97.198.18,57299,HK,Elite (HIA),2ms
202.165.47.49,1080,KR,Elite (HIA),2ms
36.91.116.162,1080,IN,Elite (HIA),2ms
193.29.63.45,4145,UA,Elite (HIA),1ms
119.13.78.93,8888,CN,Elite (HIA),5ms
121.129.47.25,51800,ES,Elite (HIA),1ms
103.12.246.53,31979,CN,Elite (HIA),1ms
194.146.110.211,57114,IN,Elite (HIA),1ms
110.185.105.210,4145,CZ,Elite (HIA),1ms
51.77.73.67,5678,DE,Elite (HIA),3ms
218.1.142.61,10204,RS,Elite (HIA),2ms
103.59.203.133,1080,FI,Elite (HIA),2ms
178.72.192.37,10001,ES,Elite (HIA),1ms
185.208.172.27,5678,US,Elite (HIA),2ms
188.255.244.53,174,GH,Elite (HIA),8ms
65.108.57.128,53281,IN,Elite (HIA),1ms
62.82.107.247,58275,EC,Elite (HIA),3ms
38.127.172.186,4153,ES,Elite (HIA),2ms
41.66.252.134,4145,PE,Elite (HIA),24.8s
103.76.190.210,4153,PL,Transparent (NOA),23.3s
181.198.32.211,80,BD,Transparent (NOA),82ms
88.20.124.158,8999,ID,Elite (HIA),3ms
181.66.37.210,8080,US,Elite (HIA),2ms
83.142.126.147,19260,ID,Elite (HIA),2ms
103.87.212.140,4145,BR,Elite (HIA),2ms
103.46.11.74,31337,UA,Elite (HIA),4ms
138.197.69.132,5678,IN,Elite (HIA),83ms
119.10.177.90,5678,MX,Elite (HIA),5ms
186.251.255.245,4153,FR,Elite (HIA),2ms
109.207.193.135,16379,ID,Elite (HIA),2ms
103.70.159.156,4145,US,Elite (HIA),2ms
187.252.154.90,64065,IN,Elite (HIA),2ms
163.172.149.133,45639,JP,Elite (HIA),2ms
45.112.125.52,13220,BD,Elite (HIA),2ms
167.172.23.19,5678,US,Elite (HIA),2ms
103.212.93.217,30795,LV,Elite (HIA),2ms
43.153.170.206,8080,CA,Elite (HIA),2ms
114.134.90.43,80,DE,Elite (HIA),1ms
75.119.204.206,42572,IN,Elite (HIA),2ms
80.232.245.122,1080,CA,Elite (HIA),2ms
104.16.108.204,80,SG,Elite (HIA),2ms
159.69.117.155,443,RU,Elite (HIA),1ms
103.47.93.236,4153,ID,Elite (HIA),78ms
104.25.42.178,5678,ID,Elite (HIA),1ms
43.134.230.122,61524,BR,Elite (HIA),1ms
185.189.102.178,4153,US,Elite (HIA),1ms
36.91.117.59,80,BR,Elite (HIA),2ms
147.139.133.15,4145,IT,Elite (HIA),2ms
177.38.5.137,5678,BR,Elite (HIA),2ms
204.57.112.5,31337,DE,Elite (HIA),2ms
186.236.8.19,30001,TH,Elite (HIA),84ms
85.37.200.4,4153,NL,Elite (HIA),2ms
186.251.255.93,9160,DE,Elite (HIA),2ms
80.155.35.142,32041,DE,Elite (HIA),2ms
14.207.117.32,1305,RU,Elite (HIA),4ms
206.189.107.98,1195,GB,Elite (HIA),2ms
173.212.235.242,10605,US,Elite (HIA),1ms
178.162.202.44,54535,TH,Elite (HIA),1ms
185.189.14.93,4145,HK,Elite (HIA),1ms
165.225.80.214,8888,CN,Elite (HIA),3ms
51.81.31.66,7890,CN,Elite (HIA),3ms
110.77.184.178,7890,DE,Elite (HIA),2ms
47.243.138.23,443,US,Elite (HIA),1ms
1.15.172.214,55552,SG,Elite (HIA),5ms
1.15.172.214,34959,CN,Elite (HIA),2ms
43.157.8.159,2829,AT,Elite (HIA),2ms
64.90.52.19,5678,LT,Elite (HIA),2ms
139.180.146.114,4635,TH,Elite (HIA),2ms
106.110.215.121,4145,JP,Elite (HIA),3ms
91.222.94.248,8444,CA,Elite (HIA),2ms
93.115.25.139,443,US,Elite (HIA),2ms
110.77.184.178,50965,US,Elite (HIA),2ms
103.250.73.178,15745,BR,Elite (HIA),2ms
49.51.93.222,4153,SG,Elite (HIA),1ms
132.148.154.98,443,IR,Elite (HIA),1ms
75.119.201.151,8001,KH,Elite (HIA),86ms
177.131.29.211,5678,IN,Elite (HIA),2ms
129.226.92.230,5678,GB,Elite (HIA),86ms
77.238.123.178,1080,RU,Elite (HIA),2ms
103.120.133.141,3128,US,Elite (HIA),89ms
103.122.84.27,5678,CN,Elite (HIA),82ms
180.210.222.229,23456,TH,Elite (HIA),2ms
94.142.142.140,4153,LV,Elite (HIA),83ms
99.26.234.177,4153,SC,Elite (HIA),1ms
221.217.84.154,4145,ZA,Elite (HIA),1ms
124.122.137.150,4145,PL,Elite (HIA),8ms
31.170.19.5,80,GN,Elite (HIA),26.2s
197.234.13.42,57520,BR,Elite (HIA),2ms
129.205.138.174,5678,NL,Elite (HIA),26.1s
37.235.48.19,80,RS,Elite (HIA),1ms
41.242.90.3,1080,US,Elite (HIA),1ms
177.38.182.166,80,HK,Elite (HIA),3ms
79.137.194.110,10004,BR,Elite (HIA),2ms
188.255.245.33,4153,CA,Elite (HIA),85ms
108.170.12.14,80,IQ,Elite (HIA),1ms
119.28.74.177,5678,ES,Elite (HIA),2ms
177.12.177.69,4145,CN,Elite (HIA),3ms
104.18.237.128,1080,DE,Elite (HIA),2ms
109.127.82.114,443,IT,Elite (HIA),2ms
185.210.227.102,32655,BD,Elite (HIA),2ms
123.59.100.246,36331,PK,Elite (HIA),34.0s
43.157.32.4,5678,MX,Transparent (NOA),2ms
95.110.224.144,8081,FR,Elite (HIA),2ms
103.115.255.1,29976,US,Elite (HIA),1ms
115.42.64.40,80,CA,Elite (HIA),2ms
187.155.218.135,26589,ID,Elite (HIA),2ms
51.158.169.52,10101,TR,Elite (HIA),3ms
104.35.140.42,1080,FR,Elite (HIA),2ms
157.185.165.110,10605,IN,Elite (HIA),2ms
103.25.209.50,1080,FI,Elite (HIA),2ms
31.223.22.21,57648,ID,Elite (HIA),2ms
165.225.204.117,5678,US,Elite (HIA),1ms
103.47.93.219,12551,ID,Elite (HIA),2ms
135.181.214.163,1080,US,Elite (HIA),33.8s
103.116.202.241,53110,PL,Elite (HIA),3ms
149.20.253.52,1080,CN,Elite (HIA),2ms
43.229.254.163,8089,BD,Elite (HIA),2ms
172.247.149.170,31244,IN,Elite (HIA),24.7s
178.212.53.3,4153,RU,Elite (HIA),1ms
111.225.152.89,40009,DE,Elite (HIA),3ms
103.95.97.186,80,BR,Elite (HIA),3ms
103.76.188.33,1080,AL,Elite (HIA),2ms
78.140.7.239,2080,KE,Elite (HIA),2ms
195.35.32.249,5678,US,Elite (HIA),2ms
200.152.100.194,48100,SE,Elite (HIA),78ms
91.187.121.211,5678,AR,Elite (HIA),2ms
41.60.232.61,5678,FR,Elite (HIA),2ms
44.190.9.65,9050,US,Elite (HIA),2ms
31.13.12.132,5432,US,Elite (HIA),3ms
181.229.14.123,4145,SG,Elite (HIA),2ms
37.187.144.55,3128,ES,Elite (HIA),1ms
66.207.184.73,4153,IE,Elite (HIA),3ms
192.111.134.10,80,BR,Elite (HIA),2ms
178.128.119.195,4145,IN,Elite (HIA),2ms
2.137.22.252,5678,ES,Elite (HIA),2ms
185.104.219.229,42647,IN,Elite (HIA),2ms
45.70.206.42,41610,CN,Elite (HIA),1ms
103.85.103.17,5678,AT,Elite (HIA),2ms
185.66.59.192,4153,US,Elite (HIA),24.5s
